asset,momentum_5d,momentum_20d,momentum_60d,realized_vol,trend_strength,vol_adjusted_momentum,momentum_5d_zscore,momentum_20d_zscore,momentum_60d_zscore,vol_adjusted_momentum_zscore,trend_strength_zscore,composite_alpha_score,alpha_rank,Date,calibrated_state_0_probability,calibrated_state_1_probability,calibrated_state_2_probability,calibrated_most_likely_state,regime_adjusted_alpha,allocation_preference_rank,alpha_dispersion
VIX,0.49058627525697895,0.9136740304201041,1.26759398354826,2.9083745148292253,0.30030168320881323,0.31415281139394574,2.2992777192718616,2.4002328217684634,2.3831825701235747,1.7866063989297125,2.4257276563385943,2.2564559498294283,1.0,2024-08-06,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,2.0138230344450054,1.0,0.8629559578479943
BTC-USD,-0.10400714095946917,-0.13984737834135796,-0.20601909179869693,0.46862117130406256,0.015235004413889142,-0.29842309077115653,-0.6351728731762235,-0.48167030524377613,-0.5913016142499767,-0.3367903538473747,-0.17025174798597675,-0.4741792346264455,0.25,2024-08-07,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-0.4231915385799679,0.25,0.8527728453049552
DIA,-0.023569230550420706,-0.04613726368934157,0.0008538893513931889,0.14519417234124113,0.01288806269680065,-0.3177625034488845,0.07638343245829175,-0.1843734831701413,-0.17824264672406473,-0.4052874009444818,-0.1903916725087265,-0.175780535243966,0.625,2024-08-07,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-0.15687914976054815,0.625,0.8527728453049552
ETH-USD,-0.21748860041649254,-0.3180347236399148,-0.3652211014917852,0.568507170704836,-0.04743371123344675,-0.5594207778340156,-1.6390334612823159,-1.0469724787360857,-0.9091769471537324,-1.2612016149798895,-0.7080338300398794,-1.1467775313080013,0.125,2024-08-07,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-1.0234664709969656,0.125,0.8527728453049552
GLD,-0.021256738102322426,-0.023164123287339855,0.042296770747085155,0.13366643109075596,0.014007361755073777,-0.1732979858765888,0.09683981396806589,-0.11149083160228758,-0.09549450965253643,0.10638237046519036,-0.1807865773383313,-0.029980372258375444,0.75,2024-08-07,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-0.026756633223757997,0.75,0.8527728453049552
QQQ,-0.03115324053325297,-0.09326582015654816,-0.05939818237022276,0.24935957020557373,-0.033455611772256644,-0.3740214184667514,0.009295039711177804,-0.3338895745616364,-0.2985467018900288,-0.6045473069109588,-0.5880828887488891,-0.3377349550613418,0.375,2024-08-07,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-0.30141888304586334,0.375,0.8527728453049552
SPY,-0.026722016303175167,-0.061520866199001545,-0.025611583648954772,0.1799351392502835,-0.010045219803380467,-0.3419057914720491,0.04849378973536567,-0.23317820563952626,-0.2310857047775348,-0.4907989914131127,-0.38719015934355316,-0.24335065891726956,0.5,2024-08-07,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-0.21718357161459884,0.5,0.8527728453049552
TLT,-0.024114847485450785,0.029525251368138106,0.0550360872269926,0.1635294472792952,0.012086981519648488,0.18055005908331204,0.07155688775309814,0.05566704351385027,-0.07005818209094604,1.3596544633013126,-0.19726602917764915,0.26920414392908315,0.875,2024-08-07,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,0.24025707484048922,0.875,0.8527728453049552
VIX,0.1906798250621211,0.7482736878806617,1.2790507179130546,2.9046744210716886,0.3173151129998435,0.2576101756714558,1.97163737083254,2.335907835439603,2.37390630653882,1.6325888343293142,2.4220029051430054,2.1385991434863163,1.0,2024-08-07,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,1.9086391723812124,1.0,0.8527728453049552
BTC-USD,0.016974973258837567,-0.07495139889212898,-0.11397105960183929,0.6337452118928864,0.013394448743744958,-0.11826740066131977,0.939813247240911,-0.4271680209762848,-0.532268237631163,-0.3165312351163655,-0.1726776874374084,-0.1272154201379498,0.625,2024-08-08,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-0.11353615984826484,0.625,0.7787090364643608
DIA,-0.006572288816291905,-0.02092102374666327,0.018275969619583998,0.1588413606178645,0.011520680351848833,-0.1317101771559009,0.15589013185097333,-0.14663736604850938,-0.17139123164130554,-0.39368928637510414,-0.18827233841712265,-0.14465652088935232,0.5,2024-08-08,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-0.12910184835280028,0.5,0.7787090364643608
ETH-USD,-0.07578495540127417,-0.23458193849503006,-0.2759248696686071,0.8115691752011702,-0.05504529762037491,-0.28904737348714893,-2.148301711796565,-1.2559843988139672,-0.9742094020537615,-1.2967639945149236,-0.7422752760745976,-1.3348778689246998,0.125,2024-08-08,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-1.1913406954895929,0.125,0.7787090364643608
GLD,-0.0059022004644945225,0.010282771042392502,0.0586483366982955,0.1308742053765996,0.013571154258821494,0.07856988329215153,0.17819836227927138,0.015375593603138251,-0.06122271563105157,0.8132637332843263,-0.17120703565049217,0.17353985050240148,0.875,2024-08-08,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,0.1548794020828533,0.875,0.7787090364643608
QQQ,-0.0015153055470342736,-0.05717119156234318,-0.030624286760379982,0.27839731675285306,-0.03583023542864894,-0.20535827079503374,0.32424457009788515,-0.33485155651444154,-0.30483073662248145,-0.8164102463201923,-0.5823557311994478,-0.318090322643235,0.25,2024-08-08,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-0.28388660493080453,0.25,0.7787090364643608
SPY,-0.004222383215249037,-0.03340682024033981,-0.0030862802718539806,0.2018564988981165,-0.011675821883763038,-0.1654978681523715,0.23412195828430868,-0.2114647646781846,-0.22968475118133055,-0.5876218712745853,-0.38132787178988437,-0.21820914941676525,0.375,2024-08-08,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-0.19474548637005382,0.375,0.7787090364643608
TLT,-0.030118212893049168,0.029248325887502702,0.04854580798306074,0.16369240204579916,0.01274100457145333,0.17867857959173555,-0.6279884395979752,0.1138464908982851,-0.08879059626431941,1.3878616910531314,-0.1781160510290284,0.15055887320475003,0.75,2024-08-08,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,0.1343695306450499,0.75,0.7787090364643608
VIX,0.017101391035346802,0.4400726547405809,0.9468085430174613,2.9800710143707847,0.3244637463099893,0.147671868428108,0.9440218816411905,2.2468840225299638,2.362397671025413,1.2098912092637126,2.4162319915979813,1.8189505583048504,1.0,2024-08-08,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,1.623361862263613,1.0,0.7787090364643608
BTC-USD,0.04754439893786411,-0.09355559595749519,-0.12418191164960513,0.6336053064722437,0.010709428249143338,-0.1476559539540308,1.2791085636736652,-0.5233962574443126,-0.6270690056616788,-0.45787228323754176,-0.17741180821475733,-0.1359266030998806,0.375,2024-08-09,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-0.12131064394901907,0.375,0.5555619375252926
DIA,-0.004985593635836061,-0.019357246256446303,0.01780656825075244,0.1590769069237499,0.01024084817308668,-0.121684829248816,0.24413760957514163,0.014093195869840314,-0.0711529521960556,-0.3160217248361073,-0.18125219015394495,-0.042504673745846655,0.625,2024-08-09,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-0.037934217624512614,0.625,0.5555619375252926
ETH-USD,-0.032311021321417166,-0.2613298033150667,-0.2910283892768266,0.8119876290978196,-0.06401897070628537,-0.32183963640606705,-0.2942409923867279,-1.7387449458742614,-1.2803095744899093,-1.4092385756368189,-0.7898697601361598,-1.1973682882785854,0.125,2024-08-09,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-1.0686172889090428,0.125,0.5555619375252926
GLD,-0.003461430691280132,0.012763279148447548,0.051606278069394884,0.13102897924578813,0.013367829113270169,0.09740806363534132,0.2741673944588053,0.24677281353788263,0.06118032796758158,0.8806322341340663,-0.15562412412961707,0.30166542296049376,0.75,2024-08-09,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,0.2692278471021604,0.75,0.5555619375252926
QQQ,0.0036991989096115674,-0.05224734540749987,-0.029482039398681326,0.2797062617949726,-0.03797726184476269,-0.18679362082282477,0.415249532241011,-0.22416117883491357,-0.2562982270578319,-0.6716366066113773,-0.5764374921255128,-0.227429163148665,0.25,2024-08-09,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-0.20297408752338122,0.25,0.5555619375252926
SPY,0.000168633373854421,-0.029144496388410435,-0.001774446936998575,0.2029299907238075,-0.013113152422142726,-0.1436184779019518,0.34568864707767716,-0.05680519666952782,-0.14781692305949437,-0.4358201680896434,-0.37265657688858594,-0.10189690550400907,0.5,2024-08-09,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-0.09094010253475203,0.5,0.5555619375252926
TLT,-0.020553700721848922,0.039398282584290234,0.06599270523065148,0.16622293308885322,0.013617726285035658,0.23702073987125577,-0.06259265736164964,0.43971556082851804,0.11750634692749212,1.6431766487010113,-0.15357602043477236,0.45617513385844893,0.875,2024-08-09,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,0.40712338850427005,0.875,0.5555619375252926
VIX,-0.12911494780763366,0.23305086409125342,0.5989011935002229,3.0439025726256337,0.3260226684361027,0.07656318115669075,-2.2015180972779227,1.8425260085867745,2.203960007569896,0.7667804755764115,2.40682797208335,0.9472850769580443,1.0,2024-08-09,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,0.8454251049342775,1.0,0.5555619375252926
BTC-USD,0.12880473784444924,-0.10577010261264064,-0.09484666705343159,0.6300400813748108,0.006670444542511422,-0.16787837113765783,0.8189393662743317,-0.5952916162160414,-0.5576144948948538,-0.5489626819178985,-0.1905503226299732,-0.2551700792354939,0.25,2024-08-10,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-0.22773206953339345,0.25,0.5107512718877029
DIA,0.021561071097271567,-0.019357246256446303,0.021269610817985285,0.1590769069237499,0.0089058469387302,-0.121684829248816,0.24482643180402336,0.025546958062597366,-0.07795841331559646,-0.2989011936876684,-0.17254101823826115,-0.03599664944489521,0.625,2024-08-10,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-0.03212599023723542,0.625,0.5107512718877029
ETH-USD,0.07976838819429832,-0.2619977059128247,-0.25392329293227334,0.8117158847816123,-0.07405115225509029,-0.3227702091641507,0.5564306005145009,-1.717718608978008,-1.2147322775057379,-1.3874453344242763,-0.8408761029781046,-1.0085525952743155,0.125,2024-08-10,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-0.9001046299912213,0.125,0.5107512718877029
GLD,0.00934916338996139,0.012763279148447548,0.04861080531779649,0.13102897924578813,0.013211703069311964,0.09740806363534132,0.1794518098615213,0.25631888296293215,0.034983290120662376,0.8871237919502625,-0.13785130248339927,0.2834223130270289,0.75,2024-08-10,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,0.2529463881148041,0.75,0.5107512718877029
QQQ,0.034545267757292386,-0.05224734540749987,-0.03609701372795737,0.2797062617949726,-0.040019204700112776,-0.18679362082282477,0.31433538717942605,-0.21075401757757928,-0.31492992883046544,-0.651357417049949,-0.5667009908832583,-0.2502866961017973,0.375,2024-08-10,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-0.22337378837953278,0.375,0.5107512718877029
SPY,0.030171270276685203,-0.029144496388410435,-0.004172733977351295,0.2029299907238075,-0.014511863395878732,-0.1436184779019518,0.2909198456829095,-0.04477015300465487,-0.18305629997222328,-0.41763555784879763,-0.3612035491035267,-0.11150580323937143,0.5,2024-08-10,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-0.09951577164832898,0.5,0.5107512718877029
TLT,-0.025708499647266736,0.039398282584290234,0.05508100763567514,0.16622293308885322,0.01466156820140152,0.23702073987125577,-0.008224147259778686,0.44767973198814626,0.06171056684456304,1.6428951004021715,-0.12617060350280504,0.4609631632435546,0.875,2024-08-10,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,0.41139656913784467,0.875,0.5107512718877029
VIX,-0.47186930255623294,0.23305086409125342,0.5852140260328587,3.0439025726256337,0.3277124717324196,0.07656318115669075,-2.396679294056934,1.8389888227626079,2.2515975575536515,0.7742832925761561,2.395893889819328,0.91712634702529,1.0,2024-08-10,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,0.8185092925370632,1.0,0.5107512718877029
BTC-USD,0.047920062935763674,-0.13117900170525376,-0.1395301499552598,0.6399804578291173,0.002129955180847576,-0.20497344895534322,0.5941477560083213,-0.6651017751850601,-0.6295539654704203,-0.6087913888457945,-0.20867128356571324,-0.3492371805736681,0.25,2024-08-11,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-0.311684293583062,0.25,0.5098797337777065
DIA,0.013309171610726755,-0.022268738576879055,0.022006950879053466,0.15845691529399863,0.007408458541692031,-0.1405349746684262,0.25771181760095735,-0.05765259922124023,-0.06459680461394855,-0.29787000340291037,-0.16730297903344998,-0.054977075752897384,0.625,2024-08-11,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-0.049065483208737985,0.625,0.5098797337777065
ETH-USD,0.038446090347339146,-0.2578661165657581,-0.2827172944338052,0.8107590933766016,-0.08300386815793737,-0.31805516419410423,0.5020557948883674,-1.371701698064115,-1.1303342951775697,-1.1544207501764638,-0.8758759226684402,-0.8556379517792118,0.125,2024-08-11,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-0.7636326410753002,0.125,0.5098797337777065
GLD,0.017489808172751253,0.012443617984044142,0.045827106380166294,0.13104498548478316,0.013083660986242807,0.09495684201887362,0.29834978822344166,0.13595626538907302,0.01871140974401145,0.8383990146818766,-0.12282569315163099,0.25959635283142474,0.75,2024-08-11,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,0.23168239336972407,0.75,0.5098797337777065
QQQ,0.02475368123780819,-0.0661594569155276,-0.04855874818651118,0.27229452789088526,-0.042602917850184996,-0.2429702037274845,0.36895842780350885,-0.3024539606489128,-0.311392102982119,-0.7921291193992055,-0.559248518749054,-0.2935735989851424,0.375,2024-08-11,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-0.2620061233572459,0.375,0.5098797337777065
SPY,0.02076009985681959,-0.039051907601518776,-0.012284916659843215,0.1982862151854731,-0.016297337332291884,-0.19694716329619977,0.33013873122588416,-0.1512610609147167,-0.1845286099093301,-0.5700638447082713,-0.3530883268593437,-0.16557789563869285,0.5,2024-08-11,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-0.1477735828423049,0.5,0.5098797337777065
TLT,-0.0034163697308534635,0.04242724928718844,0.04721242723355057,0.1654068398774304,0.015971512705569957,0.25650238719648977,0.09513082123825531,0.30319057007557754,0.02355640777951536,1.6178706777617127,-0.10019323065187546,0.4282494293133824,0.875,2024-08-11,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,0.3822004880283216,0.875,0.5098797337777065
VIX,-0.26488626805304505,0.366197253366771,0.6918605401804614,3.011229925931705,0.3333580990785634,0.12161052539137007,-2.446493136988736,2.109024258569394,2.2781379606298606,0.9670054140890567,2.3872059546795077,1.0311579205848052,1.0,2024-08-11,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,0.920279242668605,1.0,0.5098797337777065
BTC-USD,0.07863446020914266,-0.09970253860113276,-0.11087900165000575,0.6388926621382778,-0.0011598747504040219,-0.15605522572045724,0.5352130631675944,-0.5771234051204421,-0.59043154248013,-0.520807082738142,-0.21976268322440676,-0.3103184022687089,0.375,2024-08-12,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-0.27695038609024786,0.375,0.48713823375028176
DIA,0.01547309925506446,-0.02408989133842243,0.02056968099191736,0.15868066148554888,0.0058454821420208525,-0.15181365588532228,0.011153869602671077,-0.16112745408597762,-0.13369919027927485,-0.5008176225130552,-0.1663972445239225,-0.18965054931611736,0.625,2024-08-12,0.1505663817879007,0.1505663817879007,0.6988672364241985,2,-0.16925774453377482,0.625,0.48713823375028176
